,Id (Keywords.Csv),Imdb Id,Release Date,Start Year,Title,Budget,Revenue,Runtime,Vote Average,Vote Count,New Key
11253,32687,tt0435479,1/1/2005,2005,Gabrielle,0,0.0,90.0,6.0,7.0,[']']
11254,14057,tt0427968,9/1/2005,2005,Trust the Man,9000000,0.0,103.0,5.5,29.0,['independent film']
11255,13075,tt0423169,9/8/2006,2006,Sherrybaby,2000000,622806.0,96.0,6.3,43.0,"['independent film', 'mother daughter relationship', 'woman director']"
11256,24916,tt0277605,6/11/1998,1998,Bio Zombie,0,0.0,94.0,6.0,15.0,"['shopping mall', 'chase scence', 'zombie']"
11257,7512,tt0387808,9/1/2006,2006,Idiocracy,30000000,495303.0,84.0,6.3,681.0,"['prostitute', 'capitalism', 'usa president', 'arena', 'congress', 'future', 'human experimentation', 'dystopia', 'army', 'stupidity', 'hibernation', 'dark comedy', 'social satire', 'brainwashing', 'surveillance', 'u.s. congress', 'dystopic future', 'mass media']"
11258,1776,tt0486358,9/15/2006,2006,Jesus Camp,0,0.0,87.0,6.6,119.0,"['christianity', 'religious education', 'summer camp', 'god', 'independent film', 'conservatism', 'church', 'evangelical christianity', 'belief in god', 'right wing', 'religious fundamentalism', 'indoctrination', 'woman director']"
11259,1963,tt0456470,5/12/2005,2005,The Bow,10,0.0,89.0,6.7,49.0,"['age difference', 'wife husband relationship', 'boat', 'little girl', 'south korea']"
11260,58905,tt0026249,8/21/1935,1935,The Crusades,0,0.0,125.0,3.0,2.0,"['crusade', 'historical figure']"
11261,10846,tt0419198,10/14/2005,2005,The Tiger and the Snow,35000000,0.0,114.0,6.9,110.0,"['medicine', 'professor for literature', 'bagdad', 'poet', 'iraq', 'autorin', 'falling in love', 'illness']"
11262,32969,tt0063456,7/18/1968,1968,Pretty Poison,1800000,0.0,89.0,6.8,24.0,"['cia', 'based on novel', 'cheerleader', 'murder', 'mother daughter relationship', 'excitement', 'student', 'parole', 'arsonist', 'parole officer']"
11263,1381,tt0414993,9/6/2006,2006,The Fountain,35000000,15304890.0,96.0,6.8,852.0,"['brain tumor', 'operation', 'queen', ""{'id': 2038"", ' \'name\': ""love of one\'s life""}', ' surgeon', 'tree', 'dying and death', 'transience', 'immortality', 'maya civilization', 'monkey', 'conquest']"
11264,15097,tt0109440,3/9/1994,1994,Fear City: A Family-Style Comedy,0,0.0,93.0,7.7,193.0,"['france', 'film festivals', 'serial killer']"
11265,34068,tt0118644,4/30/1997,1997,Assassin(s),0,0.0,128.0,6.3,16.0,[']']
11266,43837,tt0032080,5/5/1939,1939,Union Pacific,0,0.0,135.0,5.6,14.0,[']']
11267,15374,tt0064107,12/4/1969,1969,A Boy Named Charlie Brown,0,0.0,86.0,5.9,23.0,['peanuts']
11268,15242,tt0069289,9/8/1972,1972,"Snoopy, Come Home",0,0.0,81.0,6.4,26.0,[']']
11269,125759,tt0129414,6/9/1998,1998,A Soldier's Sweetheart,0,0.0,112.0,7.0,1.0,[']']
11270,300,tt0354899,2/11/2006,2006,The Science of Sleep,6000000,9524340.0,105.0,6.8,253.0,"['paris', 'date', 'mexico', 'sex', 'jealousy', 'dream', 'subconsciousness', 'magic', 'nudity', 'nightmare', 'cloud', 'love', 'travel', 'escape', 'art', 'imagination', 'insecure']"
11271,31148,tt0032342,9/21/1940,1940,City for Conquest,0,0.0,104.0,6.8,9.0,"['new york', 'dancing', 'composer', 'blindness and impaired vision', 'boxing match', 'truck driver', 'audience', 'carnegie hall']"
11272,16411,tt0439630,5/12/2005,2005,Initial D,1549000,7096000.0,107.0,6.3,46.0,"['car race', 'future', 'young prostitute', 'chinese', 'alcoholic', 'tofu']"
11273,44046,tt0120088,1/17/1998,1998,Wicked,4000000,0.0,88.0,5.3,16.0,"['detective', 'jealousy', 'seduction', 'suspect', 'mystery', 'independent film', 'teenager', 'death']"
11274,52859,tt0032728,11/11/1940,1940,The Long Voyage Home,0,0.0,105.0,6.4,18.0,"['combat', 'machine gun', 'freighter']"
11275,76117,tt0048432,7/1/1955,1955,Not as a Stranger,0,0.0,135.0,7.2,6.0,[']']
11276,9676,tt0387877,9/15/2006,2006,The Black Dahlia,50000000,49111202.0,121.0,5.7,292.0,"['pornography', 'observer', 'los angeles', 'murder hunt']"
11277,6948,tt0380066,9/25/2006,2006,The Woods,0,0.0,91.0,5.6,63.0,"['monster', 'forest', 'disappearance']"
11278,15213,tt0430779,9/15/2006,2006,Everyone's Hero,0,16627188.0,88.0,5.9,55.0,"['baseball bat', 'sport', 'theft', 'new york yankees']"
11279,9766,tt0421206,9/15/2006,2006,Gridiron Gang,30000000,41480851.0,125.0,6.6,210.0,"['competition', 'prisoner', 'probation assistant ', 'sport', 'violence', 'american football player']"
11280,32761,tt0098327,5/19/1989,1989,The Seventh Continent,0,0.0,107.0,7.6,65.0,['continents']
11281,12249,tt0405629,1/29/2004,2004,Aaltra,0,0.0,92.0,6.8,22.0,"['belgium', 'wheelchair user   ', 'love-hate relationship', 'motor sport', 'finland']"
11282,34127,tt0038260,1/1/1945,1945,Wonder Man,0,0.0,98.0,5.2,11.0,"['dance', 'comedian', 'musical', 'possession', 'murder', 'twins', 'hoodlum']"
11283,390,tt0110361,12/16/1994,1994,Lisbon Story,0,0.0,100.0,7.4,17.0,"['upper class', 'city portrait', 'film business', 'film making', 'famous score', 'lisbon', 'life planning', 'camera', 'car journey', 'car breakdown', 'independent film', 'amusement park']"
11284,66487,tt0086377,1/1/1983,1983,Streamers,0,0.0,118.0,6.8,4.0,['independent film']
11285,1595,tt0382357,9/10/2004,2004,Land of Plenty,0,0.0,123.0,5.4,14.0,"['new york', 'vietnam veteran', 'terrorist', 'homeless person', 'loss of family', 'paranoia', 'vietnam war', 'war on terror', 'tel aviv', 'independent film', 'teacher', 'los angeles', 'xenophobia', 'agent orange']"
11286,1622,tt0415932,5/11/2005,2005,Lemming,0,793604.0,130.0,6.9,27.0,"['suicide', 'prostitute', 'wife husband relationship', 'summer residence', 'confidence', 'housewife', 'engineer', 'murder', 'suburb', 'extramarital affair', 'boundary violations', 'psychological', 'manipulativeness']"
11287,15742,tt0410730,8/23/2006,2006,Taxidermia,0,0.0,91.0,6.3,61.0,"['masochism', 'taxidermy', 'unsimulated sex', 'vomiting', 'black comedy']"
11288,161277,tt0365215,1/1/2003,2003,Flight from Death: The Quest for Immortality,0,0.0,0.0,0.0,0.0,[']']
11289,43410,tt0382383,5/22/2004,2004,Yuva,0,0.0,161.0,6.5,12.0,['bollywood']
11290,5726,tt0060712,11/17/1966,1966,Mondo Topless,0,0.0,60.0,5.9,11.0,"['female nudity', 'san francisco', 'erotic movie']"
11291,1666,tt0799954,10/27/2006,2006,The Bridge,0,0.0,93.0,7.0,81.0,"['suicide', 'san francisco', 'suicide attempt', 'dying and death', 'jumping']"
11292,5721,tt0063787,10/15/1968,1968,Vixen!,76000,6000000.0,70.0,5.5,16.0,"['female nudity', 'sex', 'adultery', 'jealousy', 'fishing', 'shower', 'seattle', 'impotence', 'pilot', 'friendship', 'satire', 'independent film', 'motorcycle', 'taboo', 'female homosexuality', 'exploitation film', 'incest', 'softcore', 'cuckold', 'communism', 'bisexual woman', 'neglected wife', 'sexually aggressive woman', 'erotica']"
11293,41758,tt0376591,5/28/2005,2005,Empire Falls,0,0.0,197.0,6.4,14.0,[']']
11294,51079,tt0020269,2/1/1929,1929,Piccadilly,0,0.0,92.0,6.9,6.0,"['jealousy', 'nightclub', 'murder', 'chinese', 'court trial']"
11295,43122,tt0024473,8/17/1933,1933,The Private Life of Henry VIII,0,0.0,97.0,6.2,11.0,"['biography', 'henry viii']"
11296,1579,tt0472043,12/7/2006,2006,Apocalypto,40000000,120175290.0,139.0,7.3,1252.0,"['loss of family', 'solar eclipse', 'slavery', 'jaguar', 'village', 'maya civilization', 'forest', 'tribe', 'human sacrifice', 'central america', 'maya', 'ancient civilization', 'yucatec maya language']"
11297,119907,tt0107152,9/15/1993,1993,Household Saints,0,0.0,124.0,5.0,1.0,['woman director']
11298,65488,tt0050882,12/20/1957,1957,Raintree County,5000000,0.0,168.0,5.2,13.0,"['love triangle', 'civil war', 'love', '19th century']"
11299,9664,tt0454824,9/22/2006,2006,Flyboys,60000000,17800000.0,140.0,6.3,274.0,"['world war i', 'biplane']"
11300,12094,tt0493430,9/22/2006,2006,Jackass Number Two,11000000,72778712.0,95.0,6.4,306.0,"['wound', 'disgust', 'pain', 'stunts', 'stuntman', 'stupidity', 'bulle', 'shocking']"
11301,1717,tt0405676,9/10/2006,2006,All the King's Men,55000000,9450897.0,125.0,5.7,95.0,"['corruption', 'journalist', 'based on novel', 'blackmail', 'manipulation', 'bodyguard', 'louisiana', 'scandal', 'power', 'governor', 'politics', 'tragedy', 'mistress', 'aristocrat']"
11302,15624,tt0435623,6/7/2006,2005,Conversations with Other Women,450000,973525.0,84.0,6.2,38.0,"['dialogue', 'talking', 'bridesmaid', 'wedding reception', 'wedding', 'dialogue driven']"
11303,15997,tt0110300,12/12/1994,1994,The Land Before Time II: The Great Valley Adventure,0,0.0,73.0,6.1,126.0,"['tyrannosaurus rex', 'triceratops', 'brontosaurus', 'spinosaurus', 'dinosaur']"
11304,47190,tt0008395,5/14/1918,1918,Father Sergius,0,0.0,112.0,5.0,1.0,[']']
11305,2753,tt0090576,2/6/1986,1986,The Assault,0,203781.0,124.0,6.8,12.0,"['destruction of a civilization', 'world war ii', 'famine', 'postwar period', 'nazi germany', 'gestapo']"
11306,496,tt0443453,11/1/2006,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,261572744.0,82.0,6.5,1617.0,"['male nudity', 'usa', 'california', 'prostitute', 'journalist', 'rodeo', 'kazakhstan', 'demeanor course', 'chicken', 'driving school', 'anti semitism', 'bear', 'mockumentary', 'reporter', 'aftercreditsstinger', 'duringcreditsstinger']"
11307,40862,tt0815181,1/1/2006,2006,Iraq for Sale: The War Profiteers,0,0.0,75.0,8.0,6.0,[']']
11308,1417,tt0457430,5/27/2006,2006,Pan's Labyrinth,19000000,83258226.0,118.0,7.6,3122.0,"['spain', 'resistance', 'servant', 'anti hero', 'fairy', 'fairy tale', 'franco regime', 'army', 'princess', 'love', 'woods', 'king', 'hiding', 'labyrinth', 'mythological']"
11309,24751,tt0049092,3/28/1956,1956,The Conqueror,0,0.0,111.0,3.8,12.0,"['genghis khan', 'raid', 'tartar', 'mongolian']"
11310,4643,tt0406816,9/28/2006,2006,The Guardian,70000000,55011732.0,139.0,6.8,394.0,"['ocean', 'coast guard', 'teamwork', 'rescue', 'death']"
11311,7484,tt0400717,9/29/2006,2006,Open Season,85000000,197309027.0,83.0,6.1,676.0,"['hunter', 'mountain', 'garage', 'grizzly bear', 'bunny', 'chase', 'forest', 'deer', 'bear', 'hunt']"
11312,9842,tt0462519,9/29/2006,2006,School for Scoundrels,20000000,17807569.0,100.0,5.6,112.0,"['date', 'competition', 'lovesickness', 'mentor', 'traffic policeman']"
11313,36249,tt0337114,1/1/2005,2005,Romy and Michele: In the Beginning,0,0.0,120.0,4.0,6.0,[']']
11314,111642,tt0030746,10/18/1938,1938,St. Martin's Lane,0,0.0,85.0,8.0,5.0,"['pickpocket', 'friends', 'london theater district', 'street performers', 'buskers']"
11315,27275,tt0384116,11/12/2004,2004,G.O.R.A.,0,0.0,127.0,7.4,43.0,"['prison', 'turkey', 'spaceship', 'space race', 'running away']"
11316,1422,tt0407887,10/5/2006,2006,The Departed,90000000,289847354.0,151.0,7.9,4455.0,"['undercover', 'boston', 'police', 'friends', 'mafia', 'undercover cop', 'mobster', 'mole', 'state police', 'police training', 'realtor']"
11317,10781,tt0420294,10/6/2006,2006,The Texas Chainsaw Massacre: The Beginning,16000000,0.0,91.0,5.9,412.0,"['mass murder', 'planned murder', 'chain saw', 'sadism', 'knife', 'psychopath', 'prequel', 'murder', 'gore', 'serial killer', 'blood', 'leatherface', 'slaughterhouse', 'slasher', 'chainsaw', 'torture', 'cruelty', 'series of murders', 'violence', 'cannibal', 'severed foot', 'severed hand']"
11318,9794,tt0424993,10/6/2006,2006,Employee of the Month,12000000,38368909.0,103.0,5.4,156.0,"['salesclerk', 'midlife crisis', 'prenzlauer berg', 'vulgar', 'slacker', 'business consultant']"
11319,9978,tt0457495,7/21/2006,2006,Stormbreaker,40000000,23937870.0,93.0,5.1,219.0,"['england', 'secret intelligence service', 'child hero', 'wretch', 'teen spy', 'based on young adult novel']"
11320,30025,tt0044040,6/13/1951,1951,Sirocco,0,0.0,98.0,3.9,4.0,"['suspense', 'syria', 'gunrunners']"
11321,14812,tt0427339,9/24/2004,2004,"Hawaii, Oslo",0,0.0,125.0,6.3,18.0,[']']
11322,164687,tt0026262,8/23/1935,1935,Dante's Inferno,0,0.0,89.0,5.8,4.0,"['carnival', 'ambition', 'hell', 'barker', 'stoker']"
11323,8332,tt0337573,4/24/2005,2005,Antibodies,1900000,0.0,127.0,6.7,38.0,"['berlin', 'serial killer', 'police officer']"
11324,3593,tt0032412,4/9/1940,1940,Dr. Cyclops,0,0.0,76.0,6.1,15.0,"['experiment', 'expedition', 'paranoia', 'human experimentation', 'amazon', 'radium', 'murder', 'laboratory', 'mad scientist', 'miniaturization', 'amazon river']"
11325,7510,tt0439289,10/27/2006,2006,Running with Scissors,12000000,6754898.0,116.0,5.8,80.0,"['gay', 'sister sister relationship', 'wife husband relationship', '1970s', 'becoming an adult', 'adoption', 'therapist', 'marriage crisis']"
11326,28115,tt0037644,3/2/1945,1945,Dillinger,0,0.0,70.0,4.9,9.0,"['bank robber', 'b movie', 'dillinger']"
11327,28297,tt0039224,6/30/1947,1947,Brute Force,0,0.0,98.0,7.1,40.0,"['prison cell', 'prison guard', 'prison riot', 'film noir']"
11328,16548,tt0436262,1/21/2005,2005,Ellie Parker,0,0.0,95.0,5.7,21.0,"['alcohol', 'sex', 'infidelity', 'nightclub', 'nudity', 'cinematographer', 'satire', 'liar', 'sociopath', 'independent film', 'los angeles', 'theft', 'drug', 'audition', 'narcissism', 'neurotic']"
11329,1975,tt0433386,10/13/2006,2006,The Grudge 2,20000000,39143839.0,102.0,5.3,288.0,"['remake', 'little boy', 'curse']"
11330,9895,tt0483726,10/9/2006,2006,Man of the Year,20000000,41237648.0,115.0,5.8,129.0,"['usa president', 'presidential election', 'comedian']"
11331,8975,tt0419946,10/13/2006,2006,The Marine,20000000,22165608.0,92.0,5.0,165.0,"['gangster boss', 'wife', 'war', 'change', 'iraq war']"
11332,9672,tt0420609,11/16/2006,2006,Infamous,13000000,1151330.0,110.0,6.4,60.0,"['killing', 'death penalty', 'kansas', 'author', 'murder hunt']"
11333,15005,tt0430431,10/13/2006,2006,One Night with the King,20000000,13391174.0,123.0,6.1,12.0,"['based on novel', 'persia', 'queen', 'esther']"
11334,39183,tt0489247,1/1/2006,2006,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,1000000,0.0,97.0,4.7,3.0,"['new york', 'beckenbauer', 'pele']"
11335,42236,tt0074291,12/7/1976,1976,Fellini's Casanova,0,0.0,155.0,7.1,24.0,"['biography', 'casanova', 'libertine', 'memoir']"
11336,52360,tt0032612,9/19/1940,1940,The Howards of Virginia,0,0.0,116.0,4.5,4.0,"['government', 'surveyor', 'virginian']"
11337,98498,tt0105618,3/25/1993,1993,The Last Bolshevik,0,0.0,121.0,9.0,4.0,[']']
11338,46774,tt0024966,11/7/1934,1934,Chapayev,0,0.0,93.0,4.8,5.0,[']']
11339,86,tt0430051,2/10/2006,2006,The Elementary Particles,6000000,0.0,105.0,6.4,34.0,"['berlin', 'male nudity', 'female nudity', 'hippie', 'sexual obsession', 'free love', 'swinger club', 'nudist camp', 'based on novel', 'unsociability', 'cancer', 'teacher', 'scientist', 'male virgin', 'reproduction', 'sexual problems']"
11340,78479,tt0448909,2/17/2006,2006,Jackpot,0,0.0,97.0,7.0,13.0,[']']
11341,10070,tt0426459,10/14/2005,2005,Feast,0,658573.0,95.0,6.1,162.0,"['monster', 'pub', 'duringcreditsstinger']"
11342,13209,tt0499537,5/26/2006,2006,Offside,2500,0.0,93.0,6.7,27.0,[']']
11343,13209,tt0499537,5/26/2006,2006,Offside,2500,0.0,93.0,6.7,27.0,[']']
11344,1440,tt0404203,10/6/2006,2006,Little Children,26000000,14821658.0,136.0,6.9,243.0,"['skateboarding', 'mother', 'american football', 'adultery', 'wife husband relationship', 'small town', 'eroticism', 'vororte', 'pedophilia', 'loser', 'infant', 'housewife', 'bourgeoisie', 'deceived wife', 'playground', 'stay-at-home dad', 'castration', 'psychopath', 'ex-cop', 'children', 'mother daughter relationship', 'psychopathy', 'masturbation', 'extramarital affair']"
11345,13364,tt0814075,6/24/2006,2006,Deliver Us from Evil,0,201275.0,101.0,7.5,57.0,['woman director']
11346,43847,tt0030418,8/26/1938,1938,Marie Antoinette,0,0.0,149.0,6.4,6.0,"['revolution', 'marie antoinette', 'locksmith', 'epic', 'dauphin']"
11347,28932,tt0077531,4/26/1978,1978,F.I.S.T.,11,11.0,145.0,6.5,30.0,[']']
11348,18925,tt0805526,9/29/2006,2006,Facing the Giants,100000,10178331.0,111.0,6.6,64.0,"['christian', 'sport', 'aftercreditsstinger']"
11349,77198,tt0024916,11/30/1934,1934,Broadway Bill,0,0.0,104.0,4.6,5.0,"['gambling', 'horse', 'family business ', 'colonel', 'heiress']"
11350,1523,tt0455590,9/1/2006,2006,The Last King of Scotland,6000000,48027970.0,121.0,7.4,568.0,"['dictator', '1970s', 'general', 'kidnapping', 'naivety', 'luxury', 'oscar award', 'charisma', 'polygamy', 'uganda', 'dictatorship']"
11351,14201,tt0478049,9/15/2006,2006,The U.S. vs. John Lennon,0,0.0,99.0,6.5,17.0,['independent film']
11352,1378,tt0367027,5/20/2006,2006,Shortbus,2000000,5179037.0,101.0,6.3,141.0,"['gay', 'new york', 'free love', 'swinger club', 'transsexuality', 'sex', 'heterosexual', 'suicide attempt', 'eroticism', 'group sex', 'orgasm', 'sex therapy', 'video', 'dominatrix', 'homosexuality', 'unsimulated sex']"
11353,49481,tt0324952,10/8/2003,2003,3 Blind Mice,0,0.0,89.0,4.9,8.0,[']']
11354,9693,tt0206634,9/22/2006,2006,Children of Men,76000000,69959751.0,109.0,7.4,2120.0,"['police state', 'hippie', 'rebel', 'miracle', 'future', 'dystopia', 'chaos', 'aging', 'childlessness', 'faith', 'survival', 'birth', 'dying']"
11355,1124,tt0482571,10/19/2006,2006,The Prestige,40000000,109676311.0,130.0,8.0,4510.0,"['competition', 'secret', 'obsession', 'magic', 'dying and death', 'class society', 'illusion', 'tricks', 'hostility', 'class', 'rivalry']"
11356,3683,tt0418689,10/18/2006,2006,Flags of Our Fathers,90000000,65900249.0,132.0,6.7,532.0,"['world war ii', 'dying and death', 'pacific', 'iwo jima', 'aftercreditsstinger', 'duringcreditsstinger']"
11357,14012,tt0434215,10/20/2006,2006,Flicka,15000000,21000000.0,95.0,6.1,52.0,['horse']
11358,43673,tt0492492,10/20/2006,2006,Sleeping Dogs Lie,0,0.0,87.0,5.7,13.0,[']']
11359,4285,tt0117143,9/30/1995,1995,After Five In The Forest Primeval,0,0.0,99.0,6.8,6.0,"['puberty', 'munich', 'celebration']"
11360,14097,tt0417397,9/19/2005,2005,9th Company,9500000,24000000.0,139.0,6.8,65.0,[']']
11361,59500,tt0416871,9/8/2006,2006,Jade Warrior,0,0.0,110.0,5.9,17.0,[']']
11362,78507,tt0019415,3/22/1928,1928,Spies,0,0.0,145.0,7.4,15.0,"['chase', 'criminal mastermind']"
11363,8194,tt0473488,9/29/2006,2006,A Guide To Recognizing Your Saints,0,516139.0,104.0,6.8,98.0,"['author', 'retrospective', 'queens new york city', 'childhood']"
11364,5890,tt0431641,3/12/2005,2005,Azumi 2: Death or Love,0,0.0,108.0,6.4,45.0,"['assassination', 'assassin']"
11365,6077,tt0475169,9/1/2005,2005,13 Tzameti,0,767311.0,93.0,6.9,66.0,"['france', 'test of courage', 'overdose', 'munition', 'repair', 'shortage of money', 'pistol', 'drug']"
11366,214,tt0489270,10/27/2006,2006,Saw III,10000000,163876815.0,108.0,6.1,1104.0,"['brain tumor', 'nudity', 'suffocation', 'mutilation', 'severed foot', 'famous theme', 'shot in the face']"
11367,1123,tt0437232,10/27/2006,2006,Catch a Fire,0,4291965.0,101.0,6.4,26.0,"['police brutality', 'resistance', 'south africa', 'apartheid', 'african national congress', 'right and justice']"
11368,21173,tt0853096,10/27/2006,2006,Death of a President,2000000,167000.0,97.0,5.7,18.0,"['assassination', 'politics', 'independent film']"
11369,50573,tt0296845,10/17/2001,2001,Little Secrets,0,0.0,96.0,6.4,21.0,[']']
11370,36922,tt0044170,8/31/1951,1951,The Kaiser's Lackey,0,0.0,109.0,6.0,6.0,[']']
11371,43071,tt0259134,9/25/2002,2002,Corto Maltese in Siberia,0,0.0,92.0,6.4,13.0,[']']
11372,59087,tt0044314,2/22/1952,1952,5 Fingers,0,0.0,108.0,7.2,19.0,"['secret', 'world war ii', 'german']"
11373,14620,tt0457297,10/10/2006,2006,The Butterfly Effect 2,0,0.0,95.0,4.6,255.0,"['suicide', 'brain tumor', 'underwear', 'time travel']"
11374,43884,tt0027438,10/20/1936,1936,The Charge of the Light Brigade,1200000,2736000.0,115.0,6.8,18.0,"['ambush', 'british army', 'fort', 'invasion', 'attack', 'heroism', 'massacre', 'india', 'cavalry', 'tragic death', 'epic battle', 'crimea', 'fiancée', 'brothers', 'brothers love same woman', 'the light brigade', 'horses', 'british lancers', 'society ball']"
11375,80427,tt0258885,9/4/2000,2000,Platform,0,0.0,150.0,6.8,18.0,"['china', 'maoism']"
11376,21156,tt0407236,11/17/2005,2005,Lunacy,0,0.0,118.0,6.7,18.0,"['asylum', 'insane asylum', 'edgar allan poe', 'black mass', 'marquis de sade', 'blasphemy']"
11377,11619,tt0424095,10/22/2006,2006,Flushed Away,149000000,64459316.0,85.0,6.0,909.0,"['london england', 'underworld', 'return', 'ship', 'frog', 'girlfriend', 'rubin']"
11378,1427,tt0396171,9/13/2006,2006,Perfume: The Story of a Murderer,50000000,132180323.0,147.0,7.1,1198.0,"['paris', 'female nudity', 'prostitute', 'small town', 'obsession', 'orgy', 'bad smell', 'nudity', 'lone wolf', 'lavender', 'nose', 'child prodigy', 'fish market', 'daughter', 'supernatural', 'genius', ""{'id': 6272"", ' \'name\': ""children\'s home""}', ' death', 'perfume']"
11379,23030,tt0060121,5/4/1966,1966,Arabesque,4800000,0.0,105.0,5.9,29.0,"['spy', 'professor']"
11380,13767,tt0452681,11/1/2006,2006,The Santa Clause 3: The Escape Clause,12000000,84500122.0,98.0,5.0,241.0,"['holiday', 'sequel', 'duringcreditsstinger', 'christmas']"
11381,19109,tt0385057,8/5/2005,2005,The Long Weekend,0,0.0,85.0,5.8,27.0,[']']
11382,33218,tt0047969,5/5/1955,1955,Daddy Long Legs,0,0.0,126.0,6.4,26.0,"['paris', 'college', 'musical', 'orphanage', 'love', 'millionaire', 'hidden identity']"
11383,144541,tt0288491,9/28/2001,2001,"Czeﾅ・EEﾄ・EE, Tereska",0,0.0,86.0,7.6,5.0,[']']
11384,24553,tt0411098,9/1/2005,2005,All the Invisible Children,0,0.0,124.0,7.3,14.0,"['prison', 'civil war', 'gypsy', 'africa', 'aids', 'junkie', 'war', 'survival', 'cruelty', 'homeless', 'woman director']"
11385,21057,tt0108432,1/1/1993,1993,Ocean Waves,0,0.0,76.0,6.3,46.0,"['affectation', 'friendship', 'love', 'surrealism', 'tokyo japan', 'falling in love', 'high school reunion', 'unspoken love']"
11386,68736,tt0067275,8/27/1971,1971,Joe Cocker - Mad Dogs & Englishmen,0,0.0,117.0,10.0,1.0,[']']
11387,67880,tt0030149,8/9/1938,1938,Four Daughters,0,0.0,90.0,3.5,4.0,"['composer', 'daughter', 'classical music', 'drama', 'source music']"
11388,35561,tt0032221,12/25/1940,1940,Arizona,0,0.0,125.0,4.8,8.0,"['arizona', 'song', 'singing', 'pioneer', 'pipe smoking', 'banjo strumming']"
11389,60567,tt0057277,9/27/1963,1963,The Big City,0,0.0,131.0,8.0,16.0,"['mother-in-law', 'money', 'lipstick']"
11390,4928,tt0053454,5/20/1959,1959,"The World, the Flesh and the Devil",0,0.0,95.0,5.8,16.0,"['love triangle', 'atomkrieg', 'jealousy', 'post-apocalyptic']"
11391,27295,tt0104905,7/24/1992,1992,Mom and Dad Save the World,0,0.0,88.0,4.4,18.0,[']']
11392,55831,tt0439478,8/5/2005,2005,Boynton Beach Club,0,0.0,105.0,6.8,3.0,['independent film']
11393,12486,tt0488539,12/1/2006,2006,Farce of the Penguins,0,0.0,80.0,3.2,13.0,"['penguin', 'balzen', 'antarctic']"
11394,20785,tt0075988,12/17/1977,1977,Emmet Otter's Jug-Band Christmas,0,0.0,48.0,7.3,11.0,['holiday']
11395,9726,tt0401445,9/9/2006,2006,A Good Year,35000000,42064105.0,118.0,6.5,360.0,"['provence', 'wine cellar', 'vineyard', 'wine garden', 'wine', 'winegrower']"
11396,2152,tt0811136,10/27/2006,2006,Dixie Chicks: Shut Up and Sing,0,0.0,93.0,6.5,12.0,"['dixie chicks', 'george w. bush', 'right wing', 'media hype', 'woman director']"
11397,36215,tt0417243,1/1/2004,2004,Vital,0,0.0,86.0,6.5,24.0,[']']
11398,61650,tt0040367,8/20/1948,1948,A Foreign Affair,1500000,0.0,116.0,6.7,24.0,"['nazis', 'singer', 'military', 'morals']"
11399,10093,tt0433442,11/10/2006,2006,The Return,15000000,11992014.0,85.0,5.1,61.0,"['wound', 'nightmare', 'stalker', 'murder']"
11400,14799,tt0470765,11/22/2006,2006,For Your Consideration,12000000,5542025.0,86.0,5.9,44.0,[']']
11401,29044,tt0457496,1/1/2005,2005,Street Fight,0,0.0,83.0,6.6,9.0,[']']
11402,13542,tt0388364,1/1/2004,2004,Red Dust,0,0.0,110.0,6.4,10.0,"['apartheid', 'torture', 'political']"
11403,21710,tt0486585,11/7/2005,2005,Fuck,0,19791.0,93.0,6.6,17.0,[']']
11404,8588,tt0420901,3/8/2006,2005,Shooting Dogs,0,0.0,115.0,7.5,39.0,"['civil war', 'destruction of a civilization', 'rape', 'hutu', 'tutsi', 'vandalism', 'non-governmental organisation', 'inhumanity', 'aggression', ""{'id': 6285"", ' \'name\': ""coup d\'etat""}', ' kigali', 'genocide in ruanda', 'volunteer', 'professional school', 'violence', 'united nations', 'catholicism', 'school life']"
11405,36557,tt0381061,11/14/2006,2006,Casino Royale,150000000,599045960.0,144.0,7.3,3930.0,"['italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service', 'montenegro']"
11406,9836,tt0366548,11/16/2006,2006,Happy Feet,100000000,384335608.0,108.0,5.9,1457.0,"['ocean', 'fish', 'zoo', 'penguin', 'tap dancing', 'love', 'crush', 'snow', 'anthropomorphism', 'singing', 'antarctica', 'family', 'duringcreditsstinger']"
11407,9809,tt0454987,11/17/2006,2006,Let's Go to Prison,4000000,4630045.0,84.0,5.5,70.0,"['loss of father', 'condom', 'vulgar', 'parole board', 'alcohol abuse']"
11408,7551,tt0453467,11/22/2006,2006,Dﾃｩjﾃ Vu,75000000,180557550.0,126.0,6.6,1519.0,"['deja vu', 'new orleans', 'time travel', 'investigator', 'fbi agent']"
11409,10741,tt0308055,9/5/2006,2006,Bobby,0,0.0,120.0,6.4,120.0,"['hotel', 'senator', 'kitchen', 'marriage crisis', 'politics', 'xenophobia']"
11410,9969,tt0790604,11/22/2006,2006,Deck the Halls,0,47231070.0,93.0,5.1,109.0,"['holiday', 'massachusetts', 'neighbor', 'christmas']"
11411,2357,tt0499603,9/11/2006,2006,10 Items or Less,0,580527.0,81.0,6.6,50.0,"['casual meeting', 'restart', 'job interview', 'underclass', 'consumption', 'class', 'movie star', 'aftercreditsstinger', 'duringcreditsstinger']"
