,Id,Title,Production Companies
12602,50700,Hey Hey It's Esther Blueburger,120dB Films
12603,85514,The Quiet American,
12604,10120,Blonde and Blonder,Rigel Entertainment
12604,10120,Blonde and Blonder,First Look International
12605,60676,Wesley Willis: The Daddy of Rock 'n' Roll,
12606,22498,Patti Smith: Dream of Life,
12607,37481,Day of the Outlaw,
12608,12808,Nina's Heavenly Delights,Kali Films
12609,82437,Following Sean,
12610,43145,One Hour with You,
12611,44260,Lake of Fire,
12612,38282,The Witnesses,
12613,12245,The Oxford Murders,La Fabrique de Films
12614,10885,Shutter,Regency Enterprises
12614,10885,Shutter,Vertigo Entertainment
12614,10885,Shutter,Ozla Pictures
12615,15378,The Grand,Eleven Eleven Films
12615,15378,The Grand,Insomnia Media Group
12616,4564,Sex and the City,New Line Cinema
12616,4564,Sex and the City,Darren Star Productions
12617,10665,The Strangers,Rogue Pictures
12617,10665,The Strangers,Vertigo Entertainment
12618,10822,Savage Grace,Cellulo Dreams
12618,10822,Savage Grace,Killer Films
12618,10822,Savage Grace,John Wells Productions
12619,9022,All the Boys Love Mandy Lane,
12620,31512,Memories of Matsuko,
12621,9502,Kung Fu Panda,
12622,16117,What Would Jesus Buy?,Palisades Pictures
12623,130639,Extreme Private Eros: Love Song 1974,
12624,51929,The Emperor's Naked Army Marches On,Imamura Productions
12624,51929,The Emperor's Naked Army Marches On,Shisso Production
12625,74349,Antonio das Mortes,
12626,14050,Recount,
12627,14019,Ex Drummer,CCCP
12628,15776,The Art of Crying,
12629,17221,Where the Sidewalk Ends,
12630,37308,100 Rifles,Twentieth Century Fox Film Corporation
12631,29377,Blood Alley,Batjac Productions
12632,26119,Chato's Land,
12633,42358,Cold Sweat,Les Films Corona
12633,42358,Cold Sweat,Fair Film
12634,50231,The FBI Story,
12635,4857,"Farewell, Friend",Greenwich Film Productions
12636,79761,The Iron Mask,
12637,37626,St. Ives,
12638,48564,Villa Rides,
12639,46189,The Wings of Eagles,
12640,72609,Steamboat Round the Bend,
12641,117044,The World Moves On,
12642,114348,Pilgrimage,
12643,95402,Lonelyhearts,United Artists
12644,14305,The Andromeda Strain,Scott Free Productions
12645,72445,Boat People,
12646,20017,Wrong Move,Solaris Film
12646,20017,Wrong Move,Albatros Produktion
12647,45996,Dust in the Wind,
12648,10661,You Don't Mess with the Zohan,Columbia Pictures
12648,10661,You Don't Mess with the Zohan,Happy Madison Productions
12648,10661,You Don't Mess with the Zohan,Sony Pictures Releasing
12649,60261,The Prefab People,Mafilm
12649,60261,The Prefab People,Balázs Béla Stúdió
12649,60261,The Prefab People,Társulás Stúdió
12650,13172,The Promotion,
12651,45791,When Did You Last See Your Father?,Intandem Films
12651,45791,When Did You Last See Your Father?,Film4
12651,45791,When Did You Last See Your Father?,Number 9 Films
12651,45791,When Did You Last See Your Father?,Tiger Aspect Pictures
12651,45791,When Did You Last See Your Father?,Father Features
12651,45791,When Did You Last See Your Father?,Audley Films
12652,9789,My Brother Is an Only Child,Cattleya
12652,9789,My Brother Is an Only Child,Babe Film
12652,9789,My Brother Is an Only Child,Ministero per i Beni e le Attività Culturali
12653,13848,Stuck,
12654,51484,July Rhapsody,
12655,3687,Flesh Gordon,
12656,22090,Telefon,
12657,2982,The Lost World,
12658,42657,The Mark of Zorro,
12659,45408,The Protector,Golden Harvest Company
12660,82731,The Three Musketeers,
12661,37412,Warlock,
12662,66180,The Fiances,Titanus
12662,66180,The Fiances,22 Dicembre
12663,31742,Il Posto,Titanus
12664,12912,Chaos Theory,
12665,13170,The Boys & Girls Guide to Getting Down,
12666,15691,Doctor Who,Universal TV
12666,15691,Doctor Who,20th Century Fox Television
12667,14392,The Warlords,Applause Pictures
12667,14392,The Warlords,Media Asia Films
12667,14392,The Warlords,Stellar Mega Films
12667,14392,The Warlords,Chengtian Entertainment
12667,14392,The Warlords,Talent A International
12668,18467,Spiral,ArieScope Pictures
12669,14882,Hounddog,
12670,8645,The Happening,Spyglass Entertainment
12670,8645,The Happening,Twentieth Century Fox Film Corporation
12670,8645,The Happening,Dune Entertainment
12670,8645,The Happening,UTV Motion Pictures
12671,1724,The Incredible Hulk,Universal Pictures
12671,1724,The Incredible Hulk,Marvel Studios
12671,1724,The Incredible Hulk,Valhalla Motion Pictures
12672,5759,Baghead,
12673,13405,The Children of Huang Shi,Australian Film Finance Corporation
12673,13405,The Children of Huang Shi,Zero Fiction Film
12673,13405,The Children of Huang Shi,Ming Productions
12673,13405,The Children of Huang Shi,Bluewater Pictures
12674,49258,Quill:  The Life of a Guide Dog,
12675,10681,WALL·E,Walt Disney Pictures
12675,10681,WALL·E,Pixar Animation Studios
12676,8909,Wanted,Universal Pictures
12676,8909,Wanted,Spyglass Entertainment
12676,8909,Wanted,Bazelevs Production
12676,8909,Wanted,Kickstart Productions
12676,8909,Wanted,Marc Platt Productions
12676,8909,Wanted,Top Cow Productions
12676,8909,Wanted,Relativity Media
12676,8909,Wanted,Ringerike Zweite Filmproduktion
12677,8960,Hancock,Columbia Pictures
12677,8960,Hancock,Weed Road Pictures
12677,8960,Hancock,Forward Pass
12677,8960,Hancock,Relativity Media
12677,8960,Hancock,Overbrook Entertainment
12677,8960,Hancock,Blue Light
12678,15728,Boy Culture,TLA Releasing
12679,23676,Ten Minutes Older: The Trumpet,Atom Films
12680,1938,Angel Face,
12681,75141,Huckleberry Finn,
12682,42473,Tom Sawyer,
12683,13993,Turn the River,Bandora
12684,11665,Get Smart,Village Roadshow Pictures
12684,11665,Get Smart,Atlas Entertainment
12684,11665,Get Smart,Mosaic Media Group
12684,11665,Get Smart,Mad Chance
12684,11665,Get Smart,WV Films IV
12685,13019,Young People Fucking,
12686,21074,Brick Lane,Ingenious Film Partners
12686,21074,Brick Lane,Ruby Films
12687,26354,Surfwise,
12688,22905,The Rape of Europa,Actual Films
12688,22905,The Rape of Europa,Agon Arts and Entertainment
12689,10748,St. Trinian's,Ealing Studios
12689,10748,St. Trinian's,Fragile Films
12690,27509,The Penalty,Goldwyn Pictures Corporation
12691,14949,Crossed Tracks,Samuel Goldwyn
12692,78998,Desire,
12693,28681,Equinox,
12694,41850,At the Death House Door,
12695,85559,Archangel,Cinephile
12696,51890,Battlefield Baseball,
12697,45698,The Hourglass Sanatorium,
12698,26302,The Color of Pomegranates,
12699,32263,David Cross: Let America Laugh,
12700,27506,West of Zanzibar,
12701,111305,Tell It to the Marines,
12702,27505,The Unholy Three,
12703,27504,The Unholy Three,
12704,64852,London After Midnight,
12705,78321,Dog Day,
12706,77765,The Klansman,
12707,45512,Pocket Money,First Artists
12708,43031,The Goddess,
12709,13205,Bambi II,
12710,13065,Finding Amanda,Capacity Pictures
12711,8359,Kit Kittredge: An American Girl,New Line Cinema
12711,8359,Kit Kittredge: An American Girl,Red Om Films
12711,8359,Kit Kittredge: An American Girl,HBO Films
12711,8359,Kit Kittredge: An American Girl,Picturehouse
12711,8359,Kit Kittredge: An American Girl,Front Street Films
12712,13003,Gonzo: The Life and Work of Dr. Hunter S. Thompson,
12713,80659,Get Well Soon,Lions Gate Films
12714,10842,Strange Circus,TLA Releasing
12715,72163,Along Came Jones,RKO Radio Pictures
12716,29882,The Black Swan,
12717,40630,Cheyenne Autumn,
12718,31658,Hour of the Gun,The Mirisch Corporation
12719,14349,Sleepwalking,Infinity Features Entertainment
12719,14349,Sleepwalking,FilmEngine
12719,14349,Sleepwalking,Denver and Delilah Productions
12720,64131,Mauvais Sang,Soprofilms
12720,64131,Mauvais Sang,Unité Trois
12720,64131,Mauvais Sang,Limbo Film AG
12720,64131,Mauvais Sang,Les Films Plain Chant
12720,64131,Mauvais Sang,FR3 Films Production
12720,64131,Mauvais Sang,Georges Reinhart Productions
12720,64131,Mauvais Sang,Sofima
12721,15125,Dante 01,Eskwad
12721,15125,Dante 01,StudioCanal
12721,15125,Dante 01,Wild Bunch
12721,15125,Dante 01,CinéCinéma
12722,8847,Standard Operating Procedure,
12723,43869,Wee Willie Winkie,
12724,94525,A Page of Madness,Kinugasa Productions
12725,125550,Two Women,
12726,13009,Zombie Strippers!,Larande Productions
12727,13675,Frosty the Snowman,
12728,33588,White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,
12729,56224,Z Channel: A Magnificent Obsession,Maja Films
12730,14111,Battle For Haditha,
12731,32604,Transylvania,Pyrame Productions
12731,32604,Transylvania,TPS Star
12731,32604,Transylvania,Soficinéma 2
12732,11631,Mamma Mia!,Universal Pictures
12732,11631,Mamma Mia!,Internationale Filmproduktion Richter
12732,11631,Mamma Mia!,Playtone
12732,11631,Mamma Mia!,Relativity Media
12733,20158,Ganes,
12734,42718,The Pornographers,Nikkatsu
12735,15654,Kabluey,
12736,14634,The Stone Angel,Téléfilm Canada
12736,14634,The Stone Angel,Sequence Film
12736,14634,The Stone Angel,Astral Media
12736,14634,The Stone Angel,Alliance
12736,14634,The Stone Angel,Buffalo Gal Pictures
12736,14634,The Stone Angel,Movie Central Network
12737,14414,Honeydripper,
12738,428,Summer '04,
12739,20548,The Home of Dark Butterflies,
12740,14145,Dark Floors,Icelandic Filmcompany
12741,9010,Silentium,
12742,13022,Rogue,Village Roadshow Pictures
12743,68259,The Violin,
12744,9783,Sublime,
12745,10190,Towelhead,This Is That Productions
12746,43487,No Regrets for Our Youth,
12747,13353,"It's the Great Pumpkin, Charlie Brown",
12748,46531,Borderline,Universal Pictures
12749,13614,Katyn,Akson Studio
12750,4966,Pan Tadeusz,Canal Plus
12751,88751,Journey to the Center of the Earth,New Line Cinema
12752,11260,Meet Dave,Twentieth Century Fox Film Corporation
12752,11260,Meet Dave,Dune Entertainment
12752,11260,Meet Dave,Regency Enterprises
12752,11260,Meet Dave,Guy Walks into a Bar Productions
12752,11260,Meet Dave,Deep River Productions
12753,13692,August,
12754,13910,Death Defying Acts,
12755,10818,Water Lilies,Balthazar Productions
12756,14456,Shrooms,Nordisk Film
12756,14456,Shrooms,Ingenious Film Partners
12756,14456,Shrooms,Capitol Films
12756,14456,Shrooms,Bórd Scannán na hÉireann
12756,14456,Shrooms,Northern Ireland Film and Television Commission
12756,14456,Shrooms,Nepenthe Productions
12756,14456,Shrooms,Irish Film Board
12757,15840,Manslaughter,
12758,15830,The Bench,
12759,25647,Breath,
12760,12416,The Substitute,
12761,572,Next Door,
12762,36226,Chinese Roulette,Les Films du Losange
12762,36226,Chinese Roulette,Albatros Filmproduktion
12763,60531,Heartbeat Detector,
12764,13021,Flakes,
12765,16007,Death Note,
12766,158800,A Majority of One,
12767,18035,Moving McAllister,Revel Entertainment
12768,43253,The Tall T,
12769,14820,Music Within,Quorum Entertainment
12770,6687,Transsiberian,Lietuvos Kinostudija
12770,6687,Transsiberian,Scout Productions
12770,6687,Transsiberian,Telecinco Cinema
12770,6687,Transsiberian,Castelao Producciones
12770,6687,Transsiberian,Future Films
12770,6687,Transsiberian,Filmax International
12770,6687,Transsiberian,Filmax Group
12771,11802,Space Chimps,Starz Media
12771,11802,Space Chimps,Starz Animation
12771,11802,Space Chimps,Odyssey Entertainment
12771,11802,Space Chimps,Studiopolis
12772,2002,The Last Mistress,CB Films
12772,2002,The Last Mistress,StudioCanal
12772,2002,The Last Mistress,Burskin Film
12772,2002,The Last Mistress,TPS Star
12772,2002,The Last Mistress,Flach Film
12772,2002,The Last Mistress,France 3 Cinema
12773,78527,Jimmy Carter Man from Plains,
12774,12914,Stargate: Continuum,Acme Shark
12775,13183,Watchmen,Paramount Pictures
12775,13183,Watchmen,DC Comics
12775,13183,Watchmen,Lawrence Gordon Productions
12775,13183,Watchmen,Legendary Pictures
12776,116333,Bravo Two Zero,
12777,14154,War Games: The Dead Code,
12778,32666,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,
12779,12247,Shotgun Stories,Upload Films
12779,12247,Shotgun Stories,Muskat Filmed Properties
12780,22100,Watching the Detectives,
12781,32008,Blast of Silence,
12782,12133,Step Brothers,Columbia Pictures
12782,12133,Step Brothers,Mosaic Media Group
12782,12133,Step Brothers,Gary Sanchez Productions
12782,12133,Step Brothers,Relativity Media
12783,12568,Brideshead Revisited,BBC Films
12783,12568,Brideshead Revisited,Ecosse Films
12783,12568,Brideshead Revisited,HanWay Films
12783,12568,Brideshead Revisited,UK Film Council
12783,12568,Brideshead Revisited,2 Entertain
12783,12568,Brideshead Revisited,Zak Productions
12783,12568,Brideshead Revisited,Breshead Films
12784,8836,The X Files: I Want to Believe,Twentieth Century Fox Film Corporation
12784,8836,The X Files: I Want to Believe,Ten Thirteen Productions
12784,8836,The X Files: I Want to Believe,Dune Entertainment III
12785,13259,American Teen,
12786,18846,The Little Drummer Boy,
12787,10898,The Little Mermaid II: Return to the Sea,Walt Disney Pictures
12787,10898,The Little Mermaid II: Return to the Sea,Walt Disney Animation Australia
12787,10898,The Little Mermaid II: Return to the Sea,Walt Disney Animation Canada
12788,11910,Hogfather,
12789,17245,Mulberry Street,
12790,30112,Lost in Beijing,Laurel Films
12791,12192,Pathology,Lakeshore Entertainment
12792,70846,Love & Pop,
12793,16725,The Tracey Fragments,Téléfilm Canada
12793,16725,The Tracey Fragments,Shadow Shows
12794,117129,The Family Game,Art Theatre Guild
12794,117129,The Family Game,New Century Producers
12795,4140,Blindsight,
12796,14061,The Edge of Love,BBC Films
12796,14061,The Edge of Love,Capitol Films
12797,85685,The Godless Girl,
12798,43680,Heart of a Dog,
12799,16700,Bonneville,SenArt Films
12800,167928,Frozen City,
12801,1735,The Mummy: Tomb of the Dragon Emperor,Universal Pictures
12801,1735,The Mummy: Tomb of the Dragon Emperor,Relativity Media
12801,1735,The Mummy: Tomb of the Dragon Emperor,Alphaville Films
12802,10185,The Midnight Meat Train,Lions Gate Films
12802,10185,The Midnight Meat Train,Lakeshore Entertainment
12802,10185,The Midnight Meat Train,GreeneStreet Films
12803,10183,Frozen River,Cohen Media Group
12804,31082,Sixty Six,
12805,13996,Bottle Shock,Zininsa Film Production
12806,5038,Vicky Cristina Barcelona,The Weinstein Company
12806,5038,Vicky Cristina Barcelona,Gravier Productions
12806,5038,Vicky Cristina Barcelona,Antena 3 Films
12806,5038,Vicky Cristina Barcelona,Antena 3 Televisión
12807,19877,Fist of the North Star,Shueisha
12808,46871,Eve and the Fire Horse,
12809,28273,The End of Summer,Toho Company
12810,15859,A Moment to Remember,
12811,31922,Year of the Gun,
12812,14654,In Paris,Canal Plus
12813,13251,The Walker,Ingenious Film Partners
12813,13251,The Walker,Kintop Pictures
12813,13251,The Walker,Isle of Man Film
12813,13251,The Walker,the walk
12814,1661,Gigantics,
12815,41245,Peppermint Candy,
12816,10189,Pineapple Express,Columbia Pictures
12817,12289,Red Cliff,Metropolitan Filmexport
12817,12289,Red Cliff,Lion Rock Productions
12818,45579,The World's Greatest Lover,Twentieth Century Fox Film Corporation
12819,15069,WΔZ,Ingenious Film Partners
12819,15069,WΔZ,UK Film Council
12819,15069,WΔZ,Northern Ireland Film and Television Commission
12820,2012,Silent Light,Mantarraya Producciones
12820,2012,Silent Light,No Dream Cinema
12821,18056,The Take,
12822,18803,Expired,
12823,13300,Hell Ride,
12824,11671,Elegy,
12825,63474,The Good Humor Man,
12826,15570,Bomb It,
12827,15208,Bathory: Countess of Blood,Lunar Films
12827,15208,Bathory: Countess of Blood,Eurofilm Stúdió
12827,15208,Bathory: Countess of Blood,Státní Fond CR pro Podporu a Rozvoj Ceské Kinematografie
12827,15208,Bathory: Countess of Blood,Jakubisko Film Slovakia
12827,15208,Bathory: Countess of Blood,Concorde Film Trust
12828,15662,Quid Pro Quo,HDNet Films
12829,22029,Black Caesar,
12830,13649,High School Musical 2,
12831,7446,Tropic Thunder,DreamWorks SKG
12831,7446,Tropic Thunder,Goldcrest Pictures
12831,7446,Tropic Thunder,Red Hour Films
12832,14878,The Objective,Gearhead Pictures
12832,14878,The Objective,Jaz Films
12833,29568,In the City of Sylvia,Eddie Saeta
12834,13256,Mutant Chronicles,Isle of Man Film
12834,13256,Mutant Chronicles,Paradox Entertainment
12835,13436,13 Beloved,
12836,10483,Death Race,Universal Pictures
12836,10483,Death Race,Impact Pictures
12836,10483,Death Race,Relativity Media
12836,10483,Death Race,Scion Films
12837,12620,The House Bunny,Columbia Pictures
12837,12620,The House Bunny,Happy Madison Productions
12837,12620,The House Bunny,Relativity Media
12838,15320,I.O.U.S.A.,
12839,13515,Mirrors,Regency Enterprises
12839,13515,Mirrors,Castel Film Romania
12839,13515,Mirrors,ASAF
12839,13515,Mirrors,New Regency Pictures
12840,5592,A Girl Cut in Two,
12841,13956,Fly Me to the Moon,uFilm
12841,13956,Fly Me to the Moon,nWave Pictures
12842,60230,Trumbo,
12843,43389,Variety Lights,
12844,31018,Path to War,
12845,13637,Sukiyaki Western Django,Sony Music Entertainment Japan
12846,18116,American Zombie,
12847,15661,Noise,Fuller Films
12848,13564,Return to House on Haunted Hill,Dark Castle Entertainment
12849,14566,Feed,
12850,4944,Burn After Reading,Mike Zoss Productions
12850,4944,Burn After Reading,Studio Canal
12850,4944,Burn After Reading,Relativity Media
12850,4944,Burn After Reading,Focus Features
12851,9381,Babylon A.D.,StudioCanal
12851,9381,Babylon A.D.,M6 Films
12851,9381,Babylon A.D.,CinéCinéma
12851,9381,Babylon A.D.,Babylon
12851,9381,Babylon A.D.,Babylon Films Limited
12851,9381,Babylon A.D.,M6
12852,13291,Traitor,Hyde Park Films
12852,13291,Traitor,Crescendo Productions
12852,13291,Traitor,Mandeville Films
12853,13991,College,
12854,13972,The Women,
12855,16182,The Woman in Black,Central Films Limited
12855,16182,The Woman in Black,Granada Television
12856,14771,The Onion Movie,
12857,43040,Sergeant Rutledge,
12858,15206,The Mother of Tears,Myriad Pictures
12858,15206,The Mother of Tears,Opera Film Produzione
12858,15206,The Mother of Tears,Medusa Film
12858,15206,The Mother of Tears,Sky Cinema
12859,8285,The Spirit,DC Comics
12859,8285,The Spirit,Lionsgate
12859,8285,The Spirit,Odd Lot Entertainment
12859,8285,The Spirit,Media Magik Entertainment
12859,8285,The Spirit,Dark Lot Entertainment
12860,118309,John Adams,
12861,18539,Tobacco Road,
12862,21335,Oh! What a Lovely War,Paramount Pictures
12863,85574,The Seventh Cross,
12864,13184,Bangkok Dangerous,Virtual Studios
12864,13184,Bangkok Dangerous,Initial Entertainment Group
12864,13184,Bangkok Dangerous,Saturn Films
12864,13184,Bangkok Dangerous,International Production Company
12864,13184,Bangkok Dangerous,Blue Star Pictures
12864,13184,Bangkok Dangerous,Living Films
12865,12818,Everybody Wants to Be Italian,
12866,27521,The Boys in Company C,Columbia Pictures
12866,27521,The Boys in Company C,Golden Harvest Company
12867,13726,A Secret,
12868,35854,Flash Point,
12869,14075,The Fifth Commandment,
12870,18596,The Jammed,
12871,26431,Pu-239,HBO Films
12871,26431,Pu-239,Beacon Pictures
12872,38019,Sunflower,
12873,43177,Son of Lassie,
12874,3865,Dark Blue Almost Black,
12875,13484,The Foot Fist Way,
12876,14458,Altered,Rogue Pictures
12877,25795,Thieves,
12878,13279,Lakeview Terrace,Screen Gems
12879,38140,To Rob a Thief,
12880,3,Shadows in Paradise,
12881,12797,Ghost Town,DreamWorks SKG
12881,12797,Ghost Town,Spyglass Entertainment
12882,8908,Maradona by Kusturica,Wild Bunch
12882,8908,Maradona by Kusturica,Telecinco Cinema
12883,15822,Accused,Nordisk Film
12884,4998,Import/Export,
12885,16456,The Crow IV: Wicked Prayer,Jeff Most Productions
12885,16456,The Crow IV: Wicked Prayer,Dimension Films
12886,3041,In Bed,Ceneca Producciones
12887,71139,Jam,
12888,41264,"Africa, Goodbye",
12889,24777,Private Parts,
12890,20802,Freebie and the Bean,
12891,47721,Sawdust and Tinsel,
12892,14232,Humboldt County,
12893,14098,100 Feet,Blue Rer Pictures
12893,14098,100 Feet,100 Feet Productions
12893,14098,100 Feet,Laurinfilm
12893,14098,100 Feet,New Deal Studios
12893,14098,100 Feet,Film Visions Funding
12894,14643,Boot Camp,CD Films
12895,30944,On the Beach,
12896,50759,An Autumn Afternoon,
12897,38226,Moonbase,
12898,12690,Appaloosa,New Line Cinema
12898,12690,Appaloosa,Groundswell Productions
12899,37050,So Normal,Lumière
12900,38311,The Steamroller and the Violin,
12901,54669,Tears of April,Mogador Film
12902,73169,Zuzu Angel,Lereby Productions
12902,73169,Zuzu Angel,Globo Filmes
12903,1984,1984,Columbia Pictures Corporation
12904,38361,"Home Among Strangers, a Stranger Among His Own",
12905,73920,Dead Man's Letters,
12906,13092,How to Lose Friends & Alienate People,UK Film Council
12906,13092,How to Lose Friends & Alienate People,Intandem Films
12906,13092,How to Lose Friends & Alienate People,Aram Entertainment Fund
12906,13092,How to Lose Friends & Alienate People,Film4
12906,13092,How to Lose Friends & Alienate People,Lipsync Productions
12907,25126,Six Shooter,
12908,14326,Nights in Rodanthe,Village Roadshow Pictures
12908,14326,Nights in Rodanthe,DiNovi Pictures
12909,50011,Look Back in Anger,Woodfall Film Productions
12910,12182,Nick and Norah's Infinite Playlist,Columbia Pictures
12910,12182,Nick and Norah's Infinite Playlist,Mandate Pictures
12910,12182,Nick and Norah's Infinite Playlist,Depth of Field
12911,14928,The Secrets,Metro Communications
12911,14928,The Secrets,Tu Vas Voir Productions
12912,38616,Marjoe,Cinema X
12913,81296,Supermarket Woman,
12914,46492,Sound of the Mountain,
12915,131805,"Sexo, Amor e Traição",
12916,13200,Red,Billy Goat Pictures
12917,822,The Music Room,The Criterion Collection
12918,8882,Gomorrah,Fandango
12918,8882,Gomorrah,Rai Cinema
12919,42095,The Funeral,New Century Producers
12920,13401,The Accidental Husband,Team Todd
12920,13401,The Accidental Husband,Blumhouse Productions
12921,20015,KM 31: Kilometer 31,
12922,12783,The Duchess,BIM Distribuzione
12922,12783,The Duchess,BBC Films
12922,12783,The Duchess,Paramount Vantage
12922,12783,The Duchess,Qwerty Films
12922,12783,The Duchess,Pathé
12923,12683,Alone in the Dark 2,
12924,3097,"The Tulse Luper Suitcases, Part 1: The Moab Story",
12925,15981,Dead Leaves,
12926,41666,The Wrong Man,Viacom Productions
12926,41666,The Wrong Man,Polygram Filmed Entertainment
12927,12113,Body of Lies,Scott Free Productions
12927,12113,Body of Lies,De Line Pictures
12928,13600,City of Ember,Playtone
12929,10078,Magicians,
12930,30266,"20,000 Leagues Under the Sea",
12931,11874,Ace High,
12932,19566,Autism: The Musical,
12933,13051,Max Payne,Dune Entertainment
12933,13051,Max Payne,Firm Films
12933,13051,Max Payne,Collision Entertainment
12933,13051,Max Payne,Abandon Entertainment
12933,13051,Max Payne,Foxtor Productions
12934,39816,The Pool,
12935,10358,Zack and Miri Make a Porno,Blue Askew
12936,56942,Family Life,EMI Films
12937,71206,Adios Sabata,
12938,4960,"Synecdoche, New York",
12939,120481,Come to the Stable,
12940,32620,The Drowning Pool,Dav Foster Productions
12940,32620,The Drowning Pool,First Artists
12941,12837,The Secret Life of Bees,Fox Searchlight Pictures
12941,12837,The Secret Life of Bees,Dune Entertainment III
12942,25142,The Banishment,Hélicotronc
12943,14791,Two Worlds,K2 SA
12943,14791,Two Worlds,Film Afrika Worldwe
12943,14791,Two Worlds,Gaumont International
12944,76406,Tokyo-Ga,Chris Sievernich Filmproduktion
12944,76406,Tokyo-Ga,Westdeutscher Rundfunk
12945,101929,Black River,
12946,2397,Fallout,
12947,12689,"Angus, Thongs and Perfect Snogging",Paramount Pictures
12947,12689,"Angus, Thongs and Perfect Snogging",Nickelodeon Movies
12948,15935,Bad Eggs,
12949,25741,The Flight Before Christmas,
12950,108634,Typhoon Club,Art Theatre Guild
12951,27361,Black Moon,
12952,225614,My Sons,
12953,13150,Pride and Glory,New Line Cinema
12953,13150,Pride and Glory,Solaris Film
12953,13150,Pride and Glory,Avery Pix
12954,13414,Fifty Pills,
12955,14325,The Express,Davis Entertainment
12955,14325,The Express,Relativity Media
12956,41474,Lone Wolf and Cub: Baby Cart to Hades,Toho Company
12957,41477,Lone Wolf and Cub: Baby Cart in Peril,
12958,16068,Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,Babylonian Productions
12959,15289,Babylon 5: The Lost Tales - Voices in the Dark,Lost Tales Films
12960,34100,Zen Noir,
12961,11887,High School Musical 3: Senior Year,
12962,41073,The Wicked Lady,
12963,83683,I Can Get it For You Wholesale,
12964,59403,The Adventures of Huckleberry Finn,
12965,69299,Resistance,
12966,114796,Tin Man,
12967,17800,Into the West,
12968,30977,The Adventures of Tom Sawyer,United Artists
12969,10527,Madagascar: Escape 2 Africa,
12970,53772,The Affairs of Anatol,
12971,8338,Blindness,Rhombus Media
12971,8338,Blindness,O2 Filmes
12971,8338,Blindness,Téléfilm Canada
12971,8338,Blindness,Bee Vine Pictures
12971,8338,Blindness,Alliance Films
12971,8338,Blindness,Asmik Ace Entertainment
12971,8338,Blindness,GAGA
12971,8338,Blindness,Fox Filmes do Brasil
12971,8338,Blindness,Ancine
12971,8338,Blindness,BNDES
12971,8338,Blindness,Cinema Investment
12971,8338,Blindness,Corus Entertainment
12972,3580,Changeling,Imagine Entertainment
12972,3580,Changeling,Malpaso Productions
12973,36073,Guinea Pig 2: Flower of Flesh and Blood,
12974,20766,The Road,2929 Productions
12974,20766,The Road,Dimension Films
12974,20766,The Road,Nick Wechsler Productions
12975,12405,Slumdog Millionaire,Fox Searchlight Pictures
12975,12405,Slumdog Millionaire,Celador Films
12976,10764,Quantum of Solace,
12977,4701,A Tale of Two Cities,
12978,15373,Role Models,Universal Pictures
12978,15373,Role Models,Relativity Media
12978,15373,Role Models,New Regency Pictures
12978,15373,Role Models,WeAwake
12979,120828,The Great K&A Train Robbery,
12980,173634,Rockin' In The Rockies,
12981,8938,Tokyo!,ARTE France Cinéma
12981,8938,Tokyo!,Wild Bunch
12981,8938,Tokyo!,Bitters End
12981,8938,Tokyo!,WoWow
12981,8938,Tokyo!,Backup Films
12981,8938,Tokyo!,Comme des Cinémas
12981,8938,Tokyo!,Kansai Telecasting Corporation
12981,8938,Tokyo!,Hakuhodo DY Media Partners
12981,8938,Tokyo!,Coin Film
12982,73059,Kozara,
12983,2588,Chaotic Ana,Sogecine
12984,47184,Repast,
12985,158959,Feiern,
12986,44283,Happily Ever After,Filmation Productions
12987,42884,Cinderella,Walt Disney Television
12987,42884,Cinderella,Citadel Entertainment
12987,42884,Cinderella,Storyline Entertainment
12988,215471,Gold Raiders,United Artists
12989,13516,Slacker Uprising,
12990,19147,The Man Who Challenged the Devil,
12991,96395,The Winning of Barbara Worth,United Artists
12992,52561,The Whole Town's Talking,
12993,42664,The War Lord,
12994,4627,Krabat and the Legend of the Satanic Mill,Krabat Filmproduktion
12995,43052,Säg att du älskar mig,
12996,21501,Christmas Story,
12997,127257,Every Stewardess Goes to Heaven,
12998,49355,Goyokin,
12999,13905,Farscape: The Peacekeeper Wars,Jim Henson Productions
13000,8892,A Christmas Tale,France 2 Cinéma
13000,8892,A Christmas Tale,Bac Films
13000,8892,A Christmas Tale,Centre National de la Cinématographie
13000,8892,A Christmas Tale,Why Not Productions
13000,8892,A Christmas Tale,Wild Bunch
13000,8892,A Christmas Tale,CinéCinéma
13001,12525,Critters 4,New Line Cinema
13002,82519,Restaurant,
13003,15749,While She Was Out,Insight Film Studios
13003,15749,While She Was Out,Redwood Palms Pictures
13003,15749,While She Was Out,Victoria Filmproduktion
13003,15749,While She Was Out,Proud Mary Entertainment
13003,15749,While She Was Out,Aloe Entertainment
13003,15749,While She Was Out,Province of British Columbia Film Incentive BC
13004,22358,The Island,
13005,43985,Half Moon,Silkroad Production
13006,20065,Purple Violets,
13007,14089,Christmas on Mars,
13008,208385,The Blue Hour,
13009,84050,Fanny,
13010,9999,The Free Will,
13011,17099,Hanzo the Razor: Sword of Justice,Toho Company
13012,58570,Where a Good Man Goes,
13013,29452,The Face of Another,
13014,125749,The Gaucho,
