,Id,Title,Genres
10133,11451,Herbie Fully Loaded,Adventure
10133,11451,Herbie Fully Loaded,Fantasy
10133,11451,Herbie Fully Loaded,Romance
10134,25312,Yes,Drama
10134,25312,Yes,Romance
10135,11683,Land of the Dead,Horror
10136,9722,Bewitched,Comedy
10136,9722,Bewitched,Fantasy
10136,9722,Bewitched,Romance
10137,2287,Rize,Documentary
10138,18497,Exiles,Adventure
10138,18497,Exiles,Drama
10139,47924,Home Movie,Comedy
10139,47924,Home Movie,Documentary
10140,43888,Becky Sharp,Drama
10140,43888,Becky Sharp,Romance
10141,2994,Danger: Diabolik,Action
10141,2994,Danger: Diabolik,Comedy
10141,2994,Danger: Diabolik,Crime
10142,76094,The Trail of the Lonesome Pine,Action
10142,76094,The Trail of the Lonesome Pine,Romance
10143,1382,Me and You and Everyone We Know,Comedy
10143,1382,Me and You and Everyone We Know,Drama
10144,9534,Ferpect Crime,Thriller
10144,9534,Ferpect Crime,Comedy
10144,9534,Ferpect Crime,Crime
10145,33908,Three… Extremes,Horror
10146,14653,Happily Ever After,Drama
10146,14653,Happily Ever After,Comedy
10146,14653,Happily Ever After,Romance
10147,9976,Satan's Little Helper,Horror
10147,9976,Satan's Little Helper,Romance
10147,9976,Satan's Little Helper,Comedy
10148,276,The Edukators,Drama
10148,276,The Edukators,Comedy
10149,28000,Somebody Up There Likes Me,Drama
10150,38731,An Unmarried Woman,Drama
10150,38731,An Unmarried Woman,Romance
10150,38731,An Unmarried Woman,Comedy
10151,25876,The Racket,Drama
10151,25876,The Racket,Action
10151,25876,The Racket,Thriller
10151,25876,The Racket,Crime
10152,93775,The Member of the Wedding,Drama
10153,25426,Coronado,Action
10153,25426,Coronado,Adventure
10153,25426,Coronado,Thriller
10154,38046,Retrograde,Action
10155,24703,Trekkies 2,Documentary
10156,2151,Man with the Screaming Brain,Comedy
10156,2151,Man with the Screaming Brain,Horror
10157,42491,Ulzana's Raid,Action
10157,42491,Ulzana's Raid,Drama
10157,42491,Ulzana's Raid,Western
10158,102841,Rabbit Test,Comedy
10159,42488,The New Land,Drama
10159,42488,The New Land,Western
10160,120747,The Adventures of Mark Twain,Adventure
10160,120747,The Adventures of Mark Twain,Drama
10161,26323,Bordertown,Crime
10161,26323,Bordertown,Drama
10162,12574,Cop and ½,Action
10162,12574,Cop and ½,Comedy
10162,12574,Cop and ½,Family
10163,115565,Equinox,Drama
10163,115565,Equinox,Crime
10163,115565,Equinox,Mystery
10163,115565,Equinox,Thriller
10164,22968,Father's Little Dividend,Romance
10164,22968,Father's Little Dividend,Comedy
10165,31901,For Pete's Sake,Action
10165,31901,For Pete's Sake,Comedy
10165,31901,For Pete's Sake,Romance
10166,50536,Twenty Bucks,Drama
10167,15719,Do Not Disturb,Thriller
10168,28455,Deceived,Thriller
10169,15938,Room Service,Comedy
10170,2095,Desert Saints,Thriller
10170,2095,Desert Saints,Action
10171,18503,Caterina in the Big City,Comedy
10171,18503,Caterina in the Big City,Drama
10172,20914,My Friends,Comedy
10173,22553,At the Circus,Comedy
10173,22553,At the Circus,Music
10174,26762,The Outfit,Crime
10174,26762,The Outfit,Drama
10175,34308,Modigliani,Drama
10176,43809,Broadway Melody of 1940,Music
10176,43809,Broadway Melody of 1940,Romance
10177,11588,The I Inside,Thriller
10177,11588,The I Inside,Mystery
10178,74,War of the Worlds,Adventure
10178,74,War of the Worlds,Thriller
10179,16659,My Brilliant Career,Drama
10179,16659,My Brilliant Career,Romance
10180,39464,Godzilla vs. Hedorah,Drama
10180,39464,Godzilla vs. Hedorah,Horror
10181,28270,Gambit,Action
10181,28270,Gambit,Comedy
10181,28270,Gambit,Crime
10182,4889,Billion Dollar Brain,Thriller
10183,1667,March of the Penguins,Documentary
10183,1667,March of the Penguins,Family
10184,78293,Right Now,Crime
10184,78293,Right Now,Drama
10184,78293,Right Now,Romance
10184,78293,Right Now,Thriller
10185,100196,Julian Po,Comedy
10185,100196,Julian Po,Drama
10185,100196,Julian Po,Romance
10186,13014,The God Who Wasn't There,Documentary
10186,13014,The God Who Wasn't There,Drama
10187,18257,Black Belt Jones,Action
10187,18257,Black Belt Jones,Comedy
10188,7233,Rebound,Comedy
10188,7233,Rebound,Family
10189,78344,Bonjour Monsieur Shlomi,Comedy
10189,78344,Bonjour Monsieur Shlomi,Drama
10190,73376,The Inner Circle,Drama
10190,73376,The Inner Circle,War
10190,73376,The Inner Circle,History
10190,73376,The Inner Circle,Romance
10191,9009,Dark Water,Drama
10191,9009,Dark Water,Horror
10191,9009,Dark Water,Thriller
10192,1553,The Beat That My Heart Skipped,Drama
10192,1553,The Beat That My Heart Skipped,Thriller
10193,9738,Fantastic Four,Action
10193,9738,Fantastic Four,Adventure
10193,9738,Fantastic Four,Fantasy
10194,14278,Murderball,Documentary
10195,55650,Saraband,Music
10195,55650,Saraband,Drama
10196,125360,Julie Johnson,Romance
10196,125360,Julie Johnson,Drama
10197,9522,Wedding Crashers,Comedy
10197,9522,Wedding Crashers,Romance
10198,14922,Happy Endings,Comedy
10198,14922,Happy Endings,Drama
10198,14922,Happy Endings,Romance
10199,77593,C.H.O.M.P.S.,Family
10199,77593,C.H.O.M.P.S.,Comedy
10200,17599,The Hindenburg,History
10200,17599,The Hindenburg,Drama
10200,17599,The Hindenburg,Thriller
10201,28706,Staying Together,Comedy
10201,28706,Staying Together,Drama
10202,48232,Twin Sitters,Comedy
10202,48232,Twin Sitters,Family
10202,48232,Twin Sitters,Thriller
10203,26654,Conflict,Thriller
10204,1826,Russian Dolls,Comedy
10204,1826,Russian Dolls,Drama
10204,1826,Russian Dolls,Romance
10205,54858,The Crippled Masters,Action
10205,54858,The Crippled Masters,Foreign
10206,43100,General Della Rovere,War
10206,43100,General Della Rovere,Drama
10207,36484,Rick,Comedy
10207,36484,Rick,Drama
10208,21886,No Blade of Grass,Drama
10209,84079,A Time to Love and a Time to Die,Drama
10209,84079,A Time to Love and a Time to Die,War
10209,84079,A Time to Love and a Time to Die,Romance
10210,43367,The Big Sky,Adventure
10210,43367,The Big Sky,Western
10211,21115,Fighter In The Wind,Action
10211,21115,Fighter In The Wind,Drama
10212,36401,Pornography,War
10212,36401,Pornography,Drama
10212,36401,Pornography,Romance
10213,38530,Symmetry,Drama
10214,38516,Karol: A Man Who Became Pope,Drama
10214,38516,Karol: A Man Who Became Pope,Foreign
10215,14646,Family Resemblances,Comedy
10216,10476,Hustle & Flow,Drama
10217,11309,Hardware,Horror
10217,11309,Hardware,Thriller
10218,34012,The Appaloosa,Action
10219,21366,Journey Into Fear,Mystery
10219,21366,Journey Into Fear,Drama
10219,21366,Journey Into Fear,Thriller
10220,31063,The Calcium Kid,Comedy
10221,33693,Funny Ha Ha,Drama
10221,33693,Funny Ha Ha,Comedy
10222,1635,The Island,Action
10222,1635,The Island,Thriller
10222,1635,The Island,Adventure
10223,13341,Bad News Bears,Comedy
10223,13341,Bad News Bears,Family
10224,1696,The Devil's Rejects,Drama
10224,1696,The Devil's Rejects,Horror
10224,1696,The Devil's Rejects,Crime
10225,1665,Last Days,Drama
10226,9775,November,Drama
10226,9775,November,Comedy
10226,9775,November,Thriller
10227,11459,Sky High,Adventure
10227,11459,Sky High,Comedy
10227,11459,Sky High,Family
10228,10048,Stealth,Action
10229,11648,Must Love Dogs,Romance
10229,11648,Must Love Dogs,Comedy
10230,15258,The Aristocrats,Comedy
10230,15258,The Aristocrats,Documentary
10231,123049,Twice in a Lifetime,Drama
10232,42719,Georgy Girl,Drama
10232,42719,Georgy Girl,Comedy
10232,42719,Georgy Girl,Romance
10233,41776,This Is My Life,Drama
10234,72899,The Music Lovers,Drama
10234,72899,The Music Lovers,Music
10235,57866,Kiss and Make-Up,Comedy
10235,57866,Kiss and Make-Up,Romance
10236,10542,Killer Condom,Comedy
10237,12497,A Touch of Spice,Comedy
10237,12497,A Touch of Spice,Drama
10238,5237,Dust Devil,Horror
10238,5237,Dust Devil,Mystery
10238,5237,Dust Devil,Thriller
10239,32242,Phone,Mystery
10239,32242,Phone,Foreign
10239,32242,Phone,Horror
10239,32242,Phone,Thriller
10240,37632,The Order,Adventure
10240,37632,The Order,Drama
10240,37632,The Order,Action
10240,37632,The Order,Comedy
10240,37632,The Order,Thriller
10241,16320,Serenity,Action
10241,16320,Serenity,Adventure
10241,16320,Serenity,Thriller
10242,19112,The End of Suburbia: Oil Depletion and the Collapse of the American Dream,Documentary
10243,37640,Let's Get Lost,Music
10243,37640,Let's Get Lost,Documentary
10244,193661,The Talent Given Us,Comedy
10244,193661,The Talent Given Us,Drama
10245,12259,Sholay,Action
10246,308,Broken Flowers,Comedy
10246,308,Broken Flowers,Drama
10246,308,Broken Flowers,Mystery
10246,308,Broken Flowers,Romance
10247,25074,Mr. Canton and Lady Rose,Crime
10247,25074,Mr. Canton and Lady Rose,Action
10247,25074,Mr. Canton and Lady Rose,Comedy
10247,25074,Mr. Canton and Lady Rose,Drama
10248,26935,Christmas in August,Drama
10248,26935,Christmas in August,Romance
10249,5319,Hum Dil De Chuke Sanam,Drama
10249,5319,Hum Dil De Chuke Sanam,Romance
10250,27449,Baby Face,Drama
10250,27449,Baby Face,Romance
10251,85783,The Star,Drama
10252,39946,The Browning Version,Drama
10253,54139,Fourteen Hours,Drama
10253,54139,Fourteen Hours,Thriller
10254,26579,The Heart is Deceitful Above All Things,Drama
10255,40254,Whispering Corridors,Horror
10256,18882,Man-Thing,Action
10256,18882,Man-Thing,Horror
10257,42689,Berserk,Horror
10257,42689,Berserk,Mystery
10257,42689,Berserk,Thriller
10258,6519,The Dukes of Hazzard,Action
10258,6519,The Dukes of Hazzard,Adventure
10258,6519,The Dukes of Hazzard,Comedy
10259,13919,The Chumscrubber,Comedy
10259,13919,The Chumscrubber,Drama
10260,25956,Secuestro Express,Drama
10260,25956,Secuestro Express,Action
10260,25956,Secuestro Express,Thriller
10260,25956,Secuestro Express,Crime
10260,25956,Secuestro Express,Foreign
10261,1444,Junebug,Comedy
10261,1444,Junebug,Drama
10262,11453,Deuce Bigalow: European Gigolo,Comedy
10263,9913,The Skeleton Key,Drama
10263,9913,The Skeleton Key,Horror
10263,9913,The Skeleton Key,Mystery
10263,9913,The Skeleton Key,Thriller
10264,8292,Four Brothers,Action
10264,8292,Four Brothers,Crime
10265,13922,The Great Raid,Action
10265,13922,The Great Raid,History
10265,13922,The Great Raid,War
10266,24461,Asylum,Drama
10266,24461,Asylum,Thriller
10266,24461,Asylum,Romance
10267,14166,Pretty Persuasion,Comedy
10267,14166,Pretty Persuasion,Drama
10268,501,Grizzly Man,Documentary
10269,31542,The Tree of Wooden Clogs,Drama
10269,31542,The Tree of Wooden Clogs,History
10270,28201,The Girl in the Café,Comedy
10270,28201,The Girl in the Café,Drama
10270,28201,The Girl in the Café,Romance
10271,18165,The 24th Day,Drama
10271,18165,The 24th Day,Thriller
10272,27292,Prime Cut,Action
10272,27292,Prime Cut,Crime
10272,27292,Prime Cut,Drama
10273,57103,The Best of Everything,Drama
10273,57103,The Best of Everything,Romance
10274,37204,Summer Magic,Comedy
10274,37204,Summer Magic,Family
10275,41279,The Three Stooges Meet Hercules,Action
10275,41279,The Three Stooges Meet Hercules,Comedy
10276,32051,Race with the Devil,Horror
10276,32051,Race with the Devil,Action
10276,32051,Race with the Devil,Thriller
10277,37284,Acacia,Horror
10278,37254,Mermaid Chronicles Part 1: She Creature,Horror
10279,18976,Attila,War
10279,18976,Attila,Action
10279,18976,Attila,Adventure
10279,18976,Attila,Drama
10279,18976,Attila,History
10279,18976,Attila,Romance
10280,42741,Un Flic,Crime
10280,42741,Un Flic,Action
10280,42741,Un Flic,Drama
10281,17110,One Point O,
10282,25975,My Date with Drew,Documentary
10283,17824,Private Resort,Comedy
10284,11328,Pusher II: With Blood on My Hands,Crime
10284,11328,Pusher II: With Blood on My Hands,Drama
10284,11328,Pusher II: With Blood on My Hands,Thriller
10285,108348,A Woman Rebels,Drama
10285,108348,A Woman Rebels,History
10285,108348,A Woman Rebels,Romance
10286,15907,Duma,Adventure
10286,15907,Duma,Drama
10286,15907,Duma,Family
10287,68850,Bitter Victory,Drama
10287,68850,Bitter Victory,War
10288,46825,Lila Says,Crime
10288,46825,Lila Says,Drama
10288,46825,Lila Says,Romance
10289,22965,Doomed to Die,Comedy
10289,22965,Doomed to Die,Crime
10289,22965,Doomed to Die,Mystery
10289,22965,Doomed to Die,Thriller
10290,11848,Animal Farm,Animation
10290,11848,Animal Farm,Comedy
10290,11848,Animal Farm,Drama
10291,34921,Winter Soldier,War
10291,34921,Winter Soldier,Documentary
10292,37270,The Third Wheel,Comedy
10292,37270,The Third Wheel,Romance
10293,27217,The Sea,Drama
10293,27217,The Sea,Foreign
10294,25199,Teen Witch,Romance
10294,25199,Teen Witch,Fantasy
10294,25199,Teen Witch,Comedy
10294,25199,Teen Witch,Family
10295,53857,The Last of Mrs. Cheyney,Romance
10295,53857,The Last of Mrs. Cheyney,Comedy
10295,53857,The Last of Mrs. Cheyney,Drama
10296,306323,Homesick,Drama
10297,52660,Cast a Deadly Spell,Comedy
10297,52660,Cast a Deadly Spell,Mystery
10297,52660,Cast a Deadly Spell,Horror
10297,52660,Cast a Deadly Spell,Fantasy
10298,85420,Movie Movie,Comedy
10299,43313,The Teahouse of the August Moon,Comedy
10300,12147,Do Fish Do It?,Drama
10301,31977,Black,Drama
10302,6957,The 40 Year Old Virgin,Comedy
10302,6957,The 40 Year Old Virgin,Romance
10303,1917,Who Killed Bambi?,Thriller
10304,79684,Contraband,Adventure
10304,79684,Contraband,Romance
10305,16764,The Toolbox Murders,Mystery
10305,16764,The Toolbox Murders,Horror
10305,16764,The Toolbox Murders,Thriller
10306,11460,Red Eye,Horror
10306,11460,Red Eye,Thriller
10307,33459,Lightning Bug,Drama
10307,33459,Lightning Bug,Thriller
10307,33459,Lightning Bug,Horror
10308,14674,Man of the West,Action
10308,14674,Man of the West,Western
10309,14134,Main Hoon Na,Drama
10310,19404,Dilwale Dulhania Le Jayenge,Comedy
10310,19404,Dilwale Dulhania Le Jayenge,Drama
10310,19404,Dilwale Dulhania Le Jayenge,Romance
10311,42034,Dreamchild,Drama
10311,42034,Dreamchild,Fantasy
10312,35304,Miss Sweden,Drama
10313,94529,My Cousin Rachel,Mystery
10313,94529,My Cousin Rachel,Romance
10313,94529,My Cousin Rachel,Drama
10314,445,Caché,Mystery
10314,445,Caché,Drama
10314,445,Caché,Thriller
10315,74840,Nobody Will Speak of Us When We're Dead,Drama
10316,9564,Asterix & Obelix Take on Caesar,Family
10316,9564,Asterix & Obelix Take on Caesar,Adventure
10316,9564,Asterix & Obelix Take on Caesar,Comedy
10316,9564,Asterix & Obelix Take on Caesar,Fantasy
10317,102081,The Key,Drama
10317,102081,The Key,Romance
10317,102081,The Key,War
10318,21290,Strings,Adventure
10318,21290,Strings,Animation
10318,21290,Strings,Drama
10318,21290,Strings,Fantasy
10319,20874,Kin-dza-dza!,Comedy
10319,20874,Kin-dza-dza!,Drama
10320,37185,Comrades: Almost a Love Story,Drama
10320,37185,Comrades: Almost a Love Story,Romance
10321,17186,Supercross,Action
10321,17186,Supercross,Adventure
10321,17186,Supercross,Drama
10321,17186,Supercross,Romance
10322,14175,Valiant,Animation
10322,14175,Valiant,Family
10322,14175,Valiant,Adventure
10323,4442,The Brothers Grimm,Adventure
10323,4442,The Brothers Grimm,Fantasy
10323,4442,The Brothers Grimm,Action
10323,4442,The Brothers Grimm,Comedy
10323,4442,The Brothers Grimm,Thriller
10324,59882,The Desperadoes,Comedy
10324,59882,The Desperadoes,Romance
10324,59882,The Desperadoes,Western
10325,22741,Black Dragons,Horror
10325,22741,Black Dragons,War
10326,44413,The Holy Girl,Drama
10326,44413,The Holy Girl,Foreign
10327,65513,They Came Back,Drama
10327,65513,They Came Back,Fantasy
10328,13169,The Baxter,Comedy
10328,13169,The Baxter,Romance
10329,9042,The Cave,Action
10329,9042,The Cave,Adventure
10329,9042,The Cave,Horror
10329,9042,The Cave,Thriller
10330,17926,Undiscovered,Comedy
10330,17926,Undiscovered,Romance
10331,15022,Dirty Deeds,Comedy
10331,15022,Dirty Deeds,Drama
10332,1985,The Constant Gardener,Drama
10332,1985,The Constant Gardener,Mystery
10332,1985,The Constant Gardener,Thriller
10333,9335,Transporter 2,Action
10333,9335,Transporter 2,Thriller
10333,9335,Transporter 2,Crime
10334,56214,Margaret Cho: Assassin,Comedy
10335,9007,Just Like Heaven,Comedy
10335,9007,Just Like Heaven,Fantasy
10335,9007,Just Like Heaven,Romance
10336,9777,Proof,Drama
10336,9777,Proof,Mystery
10337,1830,Lord of War,Crime
10337,1830,Lord of War,Drama
10337,1830,Lord of War,Thriller
10338,7182,Venom,Horror
10338,7182,Venom,Thriller
10339,10092,Cry_Wolf,Horror
10339,10092,Cry_Wolf,Thriller
10340,340,Everything is Illuminated,Comedy
10340,340,Everything is Illuminated,Drama
10341,1546,Thumbsucker,Comedy
10341,1546,Thumbsucker,Drama
10342,23703,The Thing About My Folks,Family
10342,23703,The Thing About My Folks,Comedy
10342,23703,The Thing About My Folks,Drama
10343,47488,HellBent,Horror
10344,15155,G,Drama
10344,15155,G,Romance
10345,78734,In Old Chicago,Action
10345,78734,In Old Chicago,Drama
10346,51277,Now and Forever,Drama
10346,51277,Now and Forever,Romance
10347,61675,L.A. Without a Map,Drama
10347,61675,L.A. Without a Map,Comedy
10347,61675,L.A. Without a Map,Romance
10348,59704,Where Angels Fear to Tread,Drama
10348,59704,Where Angels Fear to Tread,Foreign
10348,59704,Where Angels Fear to Tread,Romance
10349,65215,Family Guy Presents Stewie Griffin: The Untold Story,Comedy
10349,65215,Family Guy Presents Stewie Griffin: The Untold Story,Animation
10350,36832,Born in Flames,Drama
10351,17386,Revenge of the Ninja,Action
10351,17386,Revenge of the Ninja,Crime
10351,17386,Revenge of the Ninja,Drama
10351,17386,Revenge of the Ninja,Thriller
10352,16374,Sometimes in April,Drama
10352,16374,Sometimes in April,History
10352,16374,Sometimes in April,War
10353,14759,Bookies,Drama
10353,14759,Bookies,Action
10353,14759,Bookies,Comedy
10354,121043,Angel In My Pocket,
10355,10753,Police Story 2,Action
10355,10753,Police Story 2,Crime
10355,10753,Police Story 2,Thriller
10356,27053,Le Jour se Lève,Crime
10356,27053,Le Jour se Lève,Drama
10357,30230,International House,Comedy
10358,11636,New Police Story,Action
10358,11636,New Police Story,Thriller
10358,11636,New Police Story,Crime
10358,11636,New Police Story,Drama
10359,44407,The Edge of the World,Romance
10359,44407,The Edge of the World,Drama
10359,44407,The Edge of the World,History
10360,43529,Golden Boy,Drama
10360,43529,Golden Boy,Romance
10361,22575,Go West,Comedy
10361,22575,Go West,Western
10362,14286,Why We Fight,Documentary
10362,14286,Why We Fight,Drama
10362,14286,Why We Fight,History
10363,61044,Companeros,Action
10363,61044,Companeros,Comedy
10363,61044,Companeros,Western
10364,1676,Will Penny,Romance
10364,1676,Will Penny,Western
10365,27645,200 Motels,Fantasy
10365,27645,200 Motels,Comedy
10365,27645,200 Motels,Documentary
10365,27645,200 Motels,Music
10366,34181,Gertrud,Drama
10366,34181,Gertrud,Romance
10367,26259,Come Drink with Me,Adventure
10367,26259,Come Drink with Me,Action
10368,77744,Kitty Foyle,Romance
10368,77744,Kitty Foyle,Drama
10369,8814,Doom,Adventure
10369,8814,Doom,Action
10369,8814,Doom,Horror
10370,9923,Domino,Action
10370,9923,Domino,Crime
10371,7553,Waiting...,Comedy
10372,8202,Æon Flux,Action
10373,3118,Frankenstein 90,Comedy
10373,3118,Frankenstein 90,Foreign
10373,3118,Frankenstein 90,Horror
10374,2125,Wedlock,Action
10374,2125,Wedlock,Thriller
10375,1947,An Unfinished Life,Drama
10376,9074,The Man,Action
10376,9074,The Man,Comedy
10376,9074,The Man,Crime
10377,16133,Survive Style 5+,Comedy
10377,16133,Survive Style 5+,Drama
10377,16133,Survive Style 5+,Horror
10377,16133,Survive Style 5+,Mystery
10378,10319,Woyzeck,Drama
10379,28001,It's a Gift,Comedy
10380,49220,Zozo,Drama
10381,17584,Blue Hill Avenue,Crime
10381,17584,Blue Hill Avenue,Drama
10382,42168,Chapter Two,Romance
10382,42168,Chapter Two,Drama
10383,29656,16 Years of Alcohol,Crime
10383,29656,16 Years of Alcohol,Drama
10384,8643,The Exorcism of Emily Rose,Crime
10384,8643,The Exorcism of Emily Rose,Drama
10384,8643,The Exorcism of Emily Rose,Horror
10384,8643,The Exorcism of Emily Rose,Thriller
10385,9315,Flightplan,Thriller
10385,9315,Flightplan,Drama
10385,9315,Flightplan,Mystery
10386,3933,Corpse Bride,Romance
10386,3933,Corpse Bride,Fantasy
10386,3933,Corpse Bride,Animation
10386,3933,Corpse Bride,Music
10387,8923,Green Street Hooligans,Crime
10387,8923,Green Street Hooligans,Drama
10388,59,A History of Violence,Drama
10388,59,A History of Violence,Thriller
10388,59,A History of Violence,Crime
10389,257,Oliver Twist,Crime
10389,257,Oliver Twist,Drama
10389,257,Oliver Twist,Family
10390,15487,The Greatest Game Ever Played,Drama
10390,15487,The Greatest Game Ever Played,Family
10391,398,Capote,Crime
10391,398,Capote,Drama
10392,18651,The Story of Vernon and Irene Castle,Drama
10392,18651,The Story of Vernon and Irene Castle,History
10392,18651,The Story of Vernon and Irene Castle,Music
10392,18651,The Story of Vernon and Irene Castle,Romance
10393,30941,The Anderson Tapes,Action
10393,30941,The Anderson Tapes,Crime
10393,30941,The Anderson Tapes,Drama
10393,30941,The Anderson Tapes,Thriller
10394,10254,Born to Fight,Crime
10394,10254,Born to Fight,Action
10394,10254,Born to Fight,Thriller
10395,647,Final Fantasy VII: Advent Children,Action
10395,647,Final Fantasy VII: Advent Children,Adventure
10395,647,Final Fantasy VII: Advent Children,Animation
10395,647,Final Fantasy VII: Advent Children,Fantasy
10396,349,Cockles and Muscles,Comedy
10397,14544,Roll Bounce,Comedy
10397,14544,Roll Bounce,Drama
10397,14544,Roll Bounce,Family
10398,20668,Daltry Calhoun,Comedy
10398,20668,Daltry Calhoun,Drama
10398,20668,Daltry Calhoun,Music
10399,11968,Into the Blue,Action
10399,11968,Into the Blue,Thriller
10399,11968,Into the Blue,Adventure
10399,11968,Into the Blue,Crime
10400,27176,"The Prize Winner of Defiance, Ohio",Drama
10401,14517,Mirrormask,Fantasy
10402,88286,Kwik Stop,Drama
10403,33623,Innocence,Drama
10403,33623,Innocence,Mystery
10404,31227,4,Drama
10405,120515,Book of Love,Drama
10406,36909,American Yakuza,Action
10406,36909,American Yakuza,Drama
10406,36909,American Yakuza,Crime
10407,56518,The Flowers of St. Francis,History
10407,56518,The Flowers of St. Francis,Drama
10408,17209,Madhouse,Horror
10408,17209,Madhouse,Thriller
10409,10087,Man to Man,Drama
10410,11627,Münchhausen,Fantasy
10410,11627,Münchhausen,Comedy
10411,34870,Medea,Drama
10412,533,The Curse of the Were-Rabbit,Adventure
10412,533,The Curse of the Were-Rabbit,Animation
10412,533,The Curse of the Were-Rabbit,Comedy
10412,533,The Curse of the Were-Rabbit,Family
10413,10703,Seven Swords,Action
10413,10703,Seven Swords,Drama
10414,5236,Kiss Kiss Bang Bang,Action
10414,5236,Kiss Kiss Bang Bang,Comedy
10414,5236,Kiss Kiss Bang Bang,Crime
10414,5236,Kiss Kiss Bang Bang,Mystery
10415,32237,Whispering Corridors 3: Wishing Stairs,Horror
10416,11344,A Bittersweet Life,Action
10416,11344,A Bittersweet Life,Drama
10416,11344,A Bittersweet Life,Crime
10417,9060,Dumplings,Horror
10418,31056,A Short Film About Love,Drama
10418,31056,A Short Film About Love,Romance
10419,43807,"All This, and Heaven Too",Drama
10419,43807,"All This, and Heaven Too",Romance
10420,14788,Bubble,Drama
10420,14788,Bubble,Crime
10420,14788,Bubble,Mystery
10421,14788,Bubble,Drama
10421,14788,Bubble,Crime
10421,14788,Bubble,Mystery
10422,5471,Beowulf & Grendel,Action
10422,5471,Beowulf & Grendel,Adventure
10422,5471,Beowulf & Grendel,Drama
10422,5471,Beowulf & Grendel,Fantasy
10423,19082,No Direction Home: Bob Dylan,Documentary
10423,19082,No Direction Home: Bob Dylan,Music
10424,46315,Valerie and Her Week of Wonders,Fantasy
10424,46315,Valerie and Her Week of Wonders,Adventure
10424,46315,Valerie and Her Week of Wonders,Drama
10425,45799,Everybody's Fine,Drama
10426,36498,Hail the Conquering Hero,Comedy
10426,36498,Hail the Conquering Hero,War
10427,9763,Goal!: The Dream Begins,Drama
10428,30082,Forty Shades of Blue,Drama
10428,30082,Forty Shades of Blue,Romance
10429,56475,Touch the Sound,Documentary
10429,56475,Touch the Sound,Music
10430,24019,Angels in America,Drama
10430,24019,Angels in America,Fantasy
10431,15058,Speak,Drama
10432,10017,The Wraith,Romance
10432,10017,The Wraith,Horror
10432,10017,The Wraith,Action
10432,10017,The Wraith,Crime
10433,10475,Factotum,Comedy
10433,10475,Factotum,Drama
10433,10475,Factotum,Romance
10434,1559,Sweet Movie,Mystery
10434,1559,Sweet Movie,Comedy
10434,1559,Sweet Movie,Drama
10435,20674,By Dawn's Early Light,Action
10435,20674,By Dawn's Early Light,Drama
10435,20674,By Dawn's Early Light,Thriller
10436,3527,Don't Come Knocking,Drama
10436,3527,Don't Come Knocking,Music
10437,27974,Bullets or Ballots,Crime
10437,27974,Bullets or Ballots,Drama
10437,27974,Bullets or Ballots,Thriller
10438,11931,In Her Shoes,Comedy
10438,11931,In Her Shoes,Drama
10438,11931,In Her Shoes,Romance
10439,32990,Mother of Mine,Drama
10440,17010,The Ketchup Effect,Comedy
10441,27759,55 Days at Peking,Action
10441,27759,55 Days at Peking,Drama
10441,27759,55 Days at Peking,History
10442,21838,Dead & Breakfast,Comedy
10442,21838,Dead & Breakfast,Horror
10443,12612,Freeze Frame,Thriller
10443,12612,Freeze Frame,Drama
10443,12612,Freeze Frame,Crime
10444,26513,Punishment Park,Drama
10444,26513,Punishment Park,Thriller
10445,43110,The Mating Game,Comedy
10445,43110,The Mating Game,Romance
10446,10707,The Squid and the Whale,Comedy
10446,10707,The Squid and the Whale,Drama
10447,9910,Two for the Money,Comedy
10447,9910,Two for the Money,Crime
10447,9910,Two for the Money,Drama
10447,9910,Two for the Money,Thriller
10448,38583,Separate Lies,Romance
10448,38583,Separate Lies,Drama
10448,38583,Separate Lies,Thriller
10449,77468,Fourteen Sucks,Romance
10449,77468,Fourteen Sucks,Drama
10450,15493,Star Wreck: In the Pirkinning,Action
10450,15493,Star Wreck: In the Pirkinning,Comedy
10451,53864,Evelyn Prentice,Drama
10451,53864,Evelyn Prentice,Mystery
10451,53864,Evelyn Prentice,Romance
10452,142,Brokeback Mountain,Drama
10452,142,Brokeback Mountain,Romance
10453,56778,Blue Vinyl,Documentary
10454,9621,Elizabethtown,Comedy
10454,9621,Elizabethtown,Drama
10454,9621,Elizabethtown,Romance
10455,9701,North Country,Drama
10456,45899,Leila,Family
10456,45899,Leila,Drama
10456,45899,Leila,Romance
10457,3291,"Good Night, and Good Luck.",Drama
10457,3291,"Good Night, and Good Luck.",History
10458,34662,Li'l Abner,Comedy
10458,34662,Li'l Abner,Music
10458,34662,Li'l Abner,Family
10459,12920,Dreamer: Inspired By a True Story,Drama
10459,12920,Dreamer: Inspired By a True Story,Family
10460,56798,The Profession of Arms,Adventure
10460,56798,The Profession of Arms,Drama
10460,56798,The Profession of Arms,History
10460,56798,The Profession of Arms,War
10461,20853,Detective Story,Crime
10461,20853,Detective Story,Drama
10462,16608,The Proposition,Action
10462,16608,The Proposition,Adventure
10462,16608,The Proposition,Crime
10462,16608,The Proposition,Drama
10462,16608,The Proposition,Thriller
10462,16608,The Proposition,Western
10463,25517,The Gospel,Drama
10463,25517,The Gospel,Music
10464,16430,Dandelion,Drama
10464,16430,Dandelion,Romance
10465,24408,C.S.A.: The Confederate States of America,War
